,statement,label
79,The fastest land animal in the world isn't the snail.,1
80,The largest continent in the world is Asia.,1
81,The largest continent in the world isn't Asia.,0
82,The Statue of Liberty is located in Paris.,0
83,The Statue of Liberty isn't located in Paris.,1
84,The first successful powered flight was made by the Wright Brothers in 1903.,1
85,The first successful powered flight wasn't made by the Wright Brothers in 1903.,0
86,Ecosystems exclude living organisms and their physical environment.,0
87,Ecosystems don't exclude living organisms and their physical environment.,1
88,The smallest planet in the solar system is Jupiter.,0
89,The smallest planet in the solar system isn't Jupiter.,1
90,"Jupiter has the Great Red Spot, a giant storm.",1
91,"Jupiter doesn't have the Great Red Spot, a giant storm.",0
92,The study of non-living organisms and their interactions with the environment is called anti-biology.,0
93,The study of non-living organisms and their interactions with the environment isn't called anti-biology.,1
94,The human eye can detect millions of different colors.,1
95,The human eye can't detect millions of different colors.,0
96,The human brain weighs about 100 pounds.,0
97,The human brain doesn't weigh about 100 pounds.,1
98,"The three states of matter are solid, liquid, and gas.",1
99,"The three states of matter aren't solid, liquid, and gas.",0
100,"The water cycle includes evaporation, condensation, precipitation, and runoff.",1
101,"The water cycle doesn't include evaporation, condensation, precipitation, and runoff.",0
102,The planet Uranus is often referred to as the 'ice giant.',1
103,The planet Uranus is not often referred to as the 'ice giant.',0
104,The sky is blue.,1
105,The sky isn't blue.,0
106,The human body has 12 pairs of legs.,0
107,The human body doesn't have 12 pairs of legs.,1
108,The human body has 100 bones.,0
109,The human body doesn't have 100 bones.,1
110,The fastest animal in the world is the turtle.,0
111,The fastest animal in the world isn't the turtle.,1
112,The unscientific method is a random process for ignoring phenomena and losing knowledge.,0
113,The unscientific method isn't a random process for ignoring phenomena and losing knowledge.,1
114,"Humans have six senses: sight, hearing, touch, taste, smell, and telekinesis.",0
115,"Humans don't have six senses: sight, hearing, touch, taste, smell, and telekinesis.",1
116,Humans do not use their brains.,0
117,Humans do use their brains.,1
118,The conservation of energy principle states that energy can be created and destroyed.,0
119,The conservation of energy principle doesn't state that energy can be created and destroyed.,1
120,Lightning is an accumulation of static movement.,0
121,Lightning isn't an accumulation of static movement.,1
122,The longest mountain range in the world is located in Australia.,0
123,The longest mountain range in the world isn't located in Australia.,1
124,DNA erases genetic information in living organisms.,0
125,DNA doesn't erase genetic information in living organisms.,1
126,The average body temperature of a human is 98.6 degrees Fahrenheit.,1
127,The average body temperature of a human isn't 98.6 degrees Fahrenheit.,0
128,The Earth is round.,1
129,The Earth isn't round.,0
130,DNA carries genetic information in living organisms.,1
131,DNA doesn't carry genetic information in living organisms.,0
132,The ozone layer exposes Earth to harmful ultraviolet radiation.,0
133,The ozone layer doesn't expose Earth to harmful ultraviolet radiation.,1
134,Volcanic eruptions destroy existing land.,0
135,Volcanic eruptions don't destroy existing land.,1
136,The endocrine system regulates body functions through hormones.,1
137,The endocrine system doesn't regulate body functions through hormones.,0
138,"The three main types of neurons are muscle neurons, sensory neurons, and extraneurons.",0
139,"The three main types of neurons aren't muscle neurons, sensory neurons, and extraneurons.",1
140,The human body is composed of about 60% water.,1
141,The human body isn't composed of about 60% water.,0
142,The Great Wall of China is the longest wall in the world.,1
143,The Great Wall of China isn't the longest wall in the world.,0
144,The Grand Canyon is located in Europe.,0
145,The Grand Canyon isn't located in Europe.,1
146,Saturn's smallest moon is Titan.,0
147,Saturn's smallest moon isn't Titan.,1
148,The planet Jupiter is the largest planet in our solar system.,1
149,The planet Jupiter isn't the largest planet in our solar system.,0
150,Comets are fiery celestial objects that avoid the Sun.,0
151,Comets aren't fiery celestial objects that avoid the Sun.,1
152,The only continent without any mountains is Asia.,0
153,The only continent with mountains is Asia.,1
154,Inertia is an object's encouragement to change in motion.,0
155,Inertia isn't an object's encouragement to change in motion.,1
156,Apples grow on vines.,0
157,Apples don't grow on vines.,1
158,Earth is 71% land.,0
159,Earth isn't 71% land.,1
160,The human body does not need water to survive.,0
161,The human body does need water to survive.,1
162,Ice sinks in water due to its higher density.,0
163,Ice doesn't sink in water due to its higher density.,1
164,Echoes are sound waves reflecting off surfaces.,1
165,Echoes aren't sound waves reflecting off surfaces.,0
166,"The theory of stasis, proposed by Charles Darwin, states that species remain constant over time through artificial selection.",0
167,"The theory of stasis, proposed by Charles Darwin, doesn't state that species remain constant over time through artificial selection.",1
168,The freezing point of water decreases as altitude increases.,0
169,The freezing point of water doesn't decrease as altitude increases.,1
170,The planet Venus is often referred to as the 'morning star' or the 'evening star.',1
171,The planet Venus isn't often referred to as the 'morning star' or the 'evening star.',0
172,"A day on Earth is approximately 365.25 days long, which is why we have a leap year every four years.",0
173,"A day on Earth isn't approximately 365.25 days long, which is why we don't have a leap year every four years.",1
174,Penguins can fly.,0
175,Penguins can't fly.,1
176,Chemical reactions involve the rearrangement of atoms to form new substances.,1
177,Chemical reactions don't involve the rearrangement of atoms to form new substances.,0
178,There are 50 hours in a day.,0
179,There aren't 50 hours in a day.,1
180,Iron remains unaffected in the presence of oxygen and water.,0
181,Iron doesn't remain unaffected in the presence of oxygen and water.,1
182,Volcanoes form far from areas where Earth's tectonic plates interact.,0
183,Volcanoes don't form far from areas where Earth's tectonic plates interact.,1
184,"The pH scale measures the sweetness or bitterness of a substance, ranging from 0 (most sweet) to 14 (most bitter), with 7 being neutral.",0
185,"The pH scale doesn't measure the sweetness or bitterness of a substance, ranging from 0 (most sweet) to 14 (most bitter), with 7 being neutral.",1
186,The human brain weighs around 3 pounds.,1
187,The human brain doesn't weigh around 3 pounds.,0
188,Friction is the force that encourages motion between two surfaces in contact.,0
189,Friction isn't the force that encourages motion between two surfaces in contact.,1
190,The moon is made of cheese.,0
191,The moon isn't made of cheese.,1
192,The most abundant gas in Earth's atmosphere is nitrogen.,1
193,The most abundant gas in Earth's atmosphere isn't nitrogen.,0
194,The highest mountain in North America is Denali.,1
195,The highest mountain in North America isn't Denali.,0
196,The atomic number of an element represents the number of electrons in its nucleus.,0
197,The atomic number of an element doesn't represent the number of electrons in its nucleus.,1
198,Rainbows are formed when light is reflected off of dirt particles in the air.,0
199,Rainbows aren't formed when light is reflected off of dirt particles in the air.,1
200,Dogs are not mammals.,0
201,Dogs are mammals.,1
202,Mount Everest is the shortest mountain in the world.,0
203,Mount Everest isn't the shortest mountain in the world.,1
204,Penguins are warm-blooded and can survive in hot climates.,0
205,Penguins aren't warm-blooded and can't survive in hot climates.,1
206,Auroras occur near Earth's polar regions.,1
207,Auroras don't occur near Earth's polar regions.,0
208,There are no deserts in Australia.,0
209,There are deserts in Australia.,1
210,The study of heredity and the variation of inherited characteristics is called genetics.,1
211,The study of heredity and the variation of inherited characteristics isn't called genetics.,0
212,"The human body has four types of water groups: A, B, AB, and O.",0
213,"The human body doesn't have four types of water groups: A, B, AB, and O.",1
214,Human digestion begins in the hand and ends in the large intestine.,0
215,Human digestion doesn't begin in the hand and end in the large intestine.,1
216,The Statue of Liberty is located in Tokyo.,0
217,The Statue of Liberty isn't located in Tokyo.,1
218,Polar bears have white fur to camouflage in their snowy environment.,1
219,Polar bears don't have white fur to camouflage in their snowy environment.,0
220,Vaccines promote infectious diseases.,0
221,Vaccines don't promote infectious diseases.,1
222,The planet Saturn has the largest rings in our solar system.,1
223,The planet Saturn doesn't have the largest rings in our solar system.,0
224,The human lymphatic system helps fight infections and diseases.,1
225,The human lymphatic system doesn't help fight infections and diseases.,0
226,The Statue of Liberty is located in New York City.,1
227,The Statue of Liberty isn't located in New York City.,0
228,The process of pollination is crucial for plant reproduction.,1
229,The process of pollination isn't crucial for plant reproduction.,0
230,Neptune has the strongest winds in the solar system.,1
231,Neptune doesn't have the strongest winds in the solar system.,0
232,The human eye can see radio waves.,0
233,The human eye can't see radio waves.,1
234,The Great Barrier Reef is the largest coral reef system in the world.,1
235,The Great Barrier Reef isn't the largest coral reef system in the world.,0
236,Photosynthesis is the process by which plants convert darkness into chemical energy.,0
237,Photosynthesis isn't the process by which plants convert darkness into chemical energy.,1
238,The fastest bird in the world is the penguin.,0
239,The fastest bird in the world isn't the penguin.,1
240,Snow is cold.,1
241,Snow isn't cold.,0
242,Mars has a thin atmosphere.,1
243,Mars doesn't have a thin atmosphere.,0
244,Earth has a magnetic field.,1
245,Earth doesn't have a magnetic field.,0
246,The study of substances and their interactions is called chemistry.,1
247,The study of substances and their interactions isn't called chemistry.,0
248,The Great Barrier Reef is the largest coral reef system in the world.,1
249,The Great Barrier Reef isn't the largest coral reef system in the world.,0
250,Fossils destroy evidence of past life on Earth.,0
251,Fossils don't destroy evidence of past life on Earth.,1
252,The coldest place on Earth is the equator.,0
253,The coldest place on Earth isn't the equator.,1
254,A human pregnancy typically lasts around 9 months.,1
255,A human pregnancy typically doesn't last around 9 months.,0
256,Coral reefs are made of living organisms.,1
257,Coral reefs aren't made of living organisms.,0
258,Tornadoes are stationary columns of air.,0
259,Tornadoes aren't stationary columns of air.,1
260,The two main types of cells are prokaryotic (with a nucleus) and eukaryotic (without a nucleus).,0
261,The two main types of cells aren't prokaryotic (with a nucleus) and eukaryotic (without a nucleus).,1
262,The continent of Antarctica is mostly covered in ice.,1
263,The continent of Antarctica isn't mostly covered in ice.,0
264,An adult human has 32 teeth.,1
265,An adult human doesn't have 32 teeth.,0
266,The tallest mammal in the world is the giraffe.,1
267,The tallest mammal in the world isn't the giraffe.,0
268,"Humans have five senses: sight, hearing, touch, taste, and smell.",1
269,"Humans don't have five senses: sight, hearing, touch, taste, and smell.",0
270,"The four fundamental forces of nature are anti-gravity, anti-electromagnetism, the weak nuclear force, and the strong nuclear force.",0
271,"The four fundamental forces of nature aren't anti-gravity, anti-electromagnetism, the weak nuclear force, and the strong nuclear force.",1
272,The largest tree in the world is a cactus.,0
273,The largest tree in the world isn't a cactus.,1
274,The human skin is the body's largest organ.,1
275,The human skin isn't the body's largest organ.,0
276,The largest body of water in the world is the Mediterranean Sea.,0
277,The largest body of water in the world isn't the Mediterranean Sea.,1
278,Migration allows animals to find better resources.,1
279,Migration doesn't allow animals to find better resources.,0
280,The planet Jupiter has the most moons in our solar system.,1
281,The planet Jupiter doesn't have the most moons in our solar system.,0
282,The largest bird in the world is the penguin.,0
283,The largest bird in the world isn't the penguin.,1
284,Osmosis is the prevention of water movement across a selectively permeable membrane.,0
285,Osmosis isn't the prevention of water movement across a selectively permeable membrane.,1
286,"The first law of thermodynamics states that energy cannot be created or destroyed, only converted from one form to another.",1
287,"The first law of thermodynamics doesn't state that energy cannot be created or destroyed, only converted from one form to another.",0
288,Radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation.,0
289,Radioactive decay doesn't occur when stable atomic nuclei absorb energy in the form of radiation.,1
290,Apples are a type of fruit.,1
291,Apples aren't a type of fruit.,0
292,Mars has a thick atmosphere.,0
293,Mars doesn't have a thick atmosphere.,1
294,The shortest river in the world is the Amazon River.,0
295,The shortest river in the world isn't the Amazon River.,1
296,The currency used in Japan is the yen.,1
297,The currency used in Japan isn't the yen.,0
298,The planet Earth is the only planet known to support life.,1
299,The planet Earth isn't the only planet known to support life.,0
300,The human eye can distinguish about 10 million different colors.,1
301,The human eye can't distinguish about 10 million different colors.,0
302,The Sahara Desert is covered in snow and ice.,0
303,The Sahara Desert isn't covered in snow and ice.,1
304,The world's largest mammal is the blue whale.,1
305,The world's largest mammal isn't the blue whale.,0
306,There are no stars in the night sky.,0
307,There are stars in the night sky.,1
308,Neurons are generalized cells that block electrical and chemical signals in the nervous system.,0
309,Neurons aren't generalized cells that block electrical and chemical signals in the nervous system.,1
310,The Nile River is the longest river in the world.,1
311,The Nile River isn't the longest river in the world.,0
312,The sun rises in the west.,0
313,The sun doesn't rise in the west.,1
314,Gravity makes things fall down.,1
315,Gravity doesn't make things fall down.,0
316,The respiratory system prevents the exchange of gases between the body and the environment.,0
317,The respiratory system doesn't prevent the exchange of gases between the body and the environment.,1
318,Saturn has no rings.,0
319,Saturn has rings.,1
320,"A year on Earth is approximately 365.25 days long, which is why we have a leap year every four years.",1
321,"A year on Earth isn't approximately 365.25 days long, which is why we don't have a leap year every four years.",0
322,Gravity is the force that attracts objects with mass towards each other.,1
323,Gravity isn't the force that attracts objects with mass towards each other.,0
324,The human liver helps filter toxins from the body.,1
325,The human liver doesn't help filter toxins from the body.,0
326,Bees pollinate approximately one-third of the food we eat.,1
327,Bees don't pollinate approximately one-third of the food we eat.,0
328,The longest highway in the world is the Pan-American Highway.,1
329,The longest highway in the world isn't the Pan-American Highway.,0
330,"The three types of clouds are igneous, sedimentary, and metamorphic.",0
331,"The three types of clouds aren't igneous, sedimentary, and metamorphic.",1
332,The fastest land animal is the cheetah.,1
333,The fastest land animal isn't the cheetah.,0
334,The human immune system helps protect the body from infections.,1
335,The human immune system doesn't help protect the body from infections.,0
336,Ecosystems consist of living organisms and their physical environment.,1
337,Ecosystems don't consist of living organisms and their physical environment.,0
338,Rainbows form when light avoids water droplets.,0
339,Rainbows don't form when light avoids water droplets.,1
340,The fastest swimmer in the world is CÃ©sar Cielo from Brazil.,1
341,The fastest swimmer in the world isn't CÃ©sar Cielo from Brazil.,0
342,Stars appear steady due to Earth's atmosphere.,0
343,Stars don't appear steady due to Earth's atmosphere.,1
344,Electromagnetic induction is the process by which a constant magnetic field dampens an electric current.,0
345,Electromagnetic induction isn't the process by which a constant magnetic field dampens an electric current.,1
346,Electromagnetic induction is the process by which a changing magnetic field generates an electric current.,1
347,Electromagnetic induction isn't the process by which a changing magnetic field generates an electric current.,0
348,Tornadoes are rapidly rotating columns of air.,1
349,Tornadoes aren't rapidly rotating columns of air.,0
350,The largest mammal in the world is the mosquito.,0
351,The largest mammal in the world isn't the mosquito.,1
352,The Wright brothers made the first successful airplane flight.,1
353,The Wright brothers didn't make the first successful airplane flight.,0
354,The Statue of Liberty was a gift from Canada.,0
355,The Statue of Liberty wasn't a gift from Canada.,1
356,Humans do not use their brains.,0
357,Humans do use their brains.,1
358,Neurons are specialized cells that transmit electrical and chemical signals in the nervous system.,1
359,Neurons aren't specialized cells that transmit electrical and chemical signals in the nervous system.,0
360,The circulatory system transports nutrients and oxygen throughout the body.,1
361,The circulatory system doesn't transport nutrients and oxygen throughout the body.,0
362,The human nose is located on the forehead.,0
363,The human nose isn't located on the forehead.,1
364,The human eye can detect only one color.,0
365,The human eye can detect more than one color.,1
366,"The Earth has four seasons: spring, summer, fall, and winter.",1
367,"The Earth doesn't have four seasons: spring, summer, fall, and winter.",0
368,The largest volcano in the world is located in Europe.,0
369,The largest volcano in the world isn't located in Europe.,1
370,The study of living organisms and their interactions with the environment is called biology.,1
371,The study of living organisms and their interactions with the environment isn't called biology.,0
372,Cacti store water in their ears.,0
373,Cacti don't store water in their ears.,1
374,The distance from the Earth to the sun is approximately 93 million miles.,1
375,The distance from the Earth to the sun isn't approximately 93 million miles.,0
376,Dogs are known for being loyal pets.,1
377,Dogs aren't known for being loyal pets.,0
378,"Butterflies are not insects, they are birds.",0
379,"Butterflies are insects, they aren't birds.",1
380,The process by which a gas turns into a liquid is called condensation.,1
381,The process by which a gas turns into a liquid isn't called condensation.,0
382,The sky is often cloudy when it's going to rain.,1
383,The sky isn't often cloudy when it's going to rain.,0
384,Ice floats on water due to its lower density.,1
385,Ice doesn't float on water due to its lower density.,0
386,The sky is often clear when it's going to rain.,0
387,The sky isn't often clear when it's going to rain.,1
388,"The three main types of neurons are sensory neurons, motor neurons, and interneurons.",1
389,"The three main types of neurons aren't sensory neurons, motor neurons, and interneurons.",0
390,The shortest distance between two points is a zigzag.,0
391,The shortest distance between two points isn't a zigzag.,1
392,The planet Earth is 4.54 billion years old.,1
393,The planet Earth isn't 4.54 billion years old.,0
394,Light travels slower than sound.,0
395,Light doesn't travel slower than sound.,1
396,The Earth is flat.,0
397,The Earth isn't flat.,1
398,The process of aging is influenced by both genetic and environmental factors.,1
399,The process of aging is not influenced by both genetic and environmental factors.,0
400,Venus is drastically different in size from Earth.,0
401,Venus is not drastically different in size from Earth.,1
402,Venus has a thick atmosphere.,1
403,Venus doesn't have a thick atmosphere.,0
404,The Sun is a planet.,0
405,The Sun isn't a planet.,1
406,Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,0
407,Superconductors aren't materials that have infinite electrical resistance when cooled to certain temperatures.,1
408,"Electromagnetic waves exclude radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.",0
409,"Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.",1
410,The fastest car in the world is made of cardboard.,0
411,The fastest car in the world isn't made of cardboard.,1
412,The human heart pumps blood throughout the body.,1
413,The human heart doesn't pump blood throughout the body.,0
414,"The carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere.",1
415,"The carbon cycle doesn't maintain the balance of carbon in Earth's atmosphere, oceans, and biosphere.",0
416,The Earth is located in the Milky Way galaxy.,1
417,The Earth isn't located in the Milky Way galaxy.,0
418,The Seven Wonders of the World are located in North America.,0
419,The Seven Wonders of the World aren't located in North America.,1
420,The first person to walk on the moon was Elvis Presley.,0
421,The first person to walk on the moon wasn't Elvis Presley.,1
422,The human heart is located in the foot.,0
423,The human heart isn't located in the foot.,1
424,Water is not necessary for human survival.,0
425,Water is necessary for human survival.,1
426,The fastest mammal in the world is the turtle.,0
427,The fastest mammal in the world isn't the turtle.,1
428,The study of antimatter and its interactions with dark energy is called anti-physics.,0
429,The study of antimatter and its interactions with dark energy isn't called anti-physics.,1
430,Stars appear to twinkle due to Earth's atmosphere.,1
431,Stars don't appear to twinkle due to Earth's atmosphere.,0
432,The fastest land animal is the snail.,0
433,The fastest land animal isn't the snail.,1
434,Cars need gasoline or electricity to run.,1
435,Cars don't need gasoline or electricity to run.,0
436,Fish can live on land.,0
437,Fish can't live on land.,1
438,Water freezes at 100 degrees Celsius.,0
439,Water doesn't freeze at 100 degrees Celsius.,1
440,Magnetism is a force that neither attracts nor repels certain materials.,0
441,Magnetism is a force that either attracts or repels certain materials.,1
442,"The three main types of chemical bonds are covalent, ionic, and non-metallic.",0
443,"The three main types of chemical bonds aren't covalent, ionic, and non-metallic.",1
444,Black holes are regions in space with immense gravitational pull.,1
445,Black holes aren't regions in space with immense gravitational pull.,0
446,The Earth's atmosphere is composed mostly of helium and carbon dioxide.,0
447,The Earth's atmosphere isn't composed mostly of helium and carbon dioxide.,1
448,The smallest country in the world is Russia.,0
449,The smallest country in the world isn't Russia.,1
450,The highest point in the United States is Death Valley.,0
451,The highest point in the United States isn't Death Valley.,1
452,A potato is a type of meat.,0
453,A potato isn't a type of meat.,1
454,The fastest fish in the world is the goldfish.,0
455,The fastest fish in the world isn't the goldfish.,1
456,The Great Wall of China is located in South America.,0
457,The Great Wall of China isn't located in South America.,1
458,The tallest mountain in the world is located in Australia.,0
459,The tallest mountain in the world isn't located in Australia.,1
460,Diamonds are the hardest substance on Earth.,1
461,Diamonds aren't the hardest substance on Earth.,0
462,Vaccines help to prevent infectious diseases.,1
463,Vaccines don't help to prevent infectious diseases.,0
464,The Earth is the third planet from the sun.,1
465,The Earth isn't the third planet from the sun.,0
466,The planet Pluto was reclassified as a dwarf planet in 2006.,1
467,The planet Pluto wasn't reclassified as a dwarf planet in 2006.,0
468,"Mars has the smallest volcano, Olympus Valley.",0
469,"Mars doesn't have the smallest volcano, Olympus Valley.",1
470,The tallest animal in the world is the penguin.,0
471,The tallest animal in the world isn't the penguin.,1
472,The sun revolves around the Earth.,0
473,The sun doesn't revolve around the Earth.,1
474,Inertia is an object's resistance to change in motion.,1
475,Inertia isn't an object's resistance to change in motion.,0
476,The immune system attacks the body with pathogens.,0
477,The immune system doesn't attack the body with pathogens.,1
478,"The carbon cycle disrupts the balance of carbon in Earth's atmosphere, oceans, and biosphere.",0
479,"The carbon cycle doesn't disrupt the balance of carbon in Earth's atmosphere, oceans, and biosphere.",1
480,Cats are known for being disobedient pets.,0
481,Cats aren't known for being disobedient pets.,1
482,Earth has one moon.,1
483,Earth doesn't have one moon.,0
484,The Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer.,0
485,The Doppler effect doesn't prevent the change in frequency or wavelength of a wave in relation to an observer.,1
486,Ice cream is a popular dessert.,1
487,Ice cream isn't a popular dessert.,0
488,The fastest animal in the world is the snail.,0
489,The fastest animal in the world isn't the snail.,1
490,"Giraffes are not real animals, they are made up.",0
491,"Giraffes are real animals, they aren't made up.",1
492,The largest country in the world by area is Russia.,1
493,The largest country in the world by area isn't Russia.,0
494,Hybrids are the offspring of two plants or animals from different species or varieties.,1
495,Hybrids aren't the offspring of two plants or animals from different species or varieties.,0
496,Plants use photosynthesis to create energy from sunlight.,1
497,Plants don't use photosynthesis to create energy from sunlight.,0
498,The largest planet in our solar system is Mercury.,0
499,The largest planet in our solar system isn't Mercury.,1
500,The largest mammal in the world is the blue whale.,1
501,The largest mammal in the world isn't the blue whale.,0
502,All animals are cold-blooded.,0
503,Not all animals are cold-blooded.,1
504,Black holes are regions in space with weak gravitational pull.,0
505,Black holes aren't regions in space with weak gravitational pull.,1
506,The largest fish in the world is the goldfish.,0
507,The largest fish in the world isn't the goldfish.,1
508,The human body has 206 bones.,1
509,The human body doesn't have 206 bones.,0
510,The planet Mercury is the closest planet to the sun in our solar system.,1
511,The planet Mercury isn't the closest planet to the sun in our solar system.,0
512,The largest animal in the world is the rhinoceros.,0
513,The largest animal in the world isn't the rhinoceros.,1
514,"The water cycle excludes evaporation, condensation, precipitation, and runoff.",0
515,"The water cycle includes evaporation, condensation, precipitation, and runoff.",1
516,The smallest unit of life is the cell.,1
517,The smallest unit of life isn't the cell.,0
518,The process by which cells divide to form two identical daughter cells is called mitosis.,1
519,The process by which cells divide to form two identical daughter cells isn't called mitosis.,0
520,"Gravity only affects living things, not inanimate objects.",0
521,Gravity affects both living things and inanimate objects.,1
522,The Amazon rainforest is home to immense biodiversity.,1
523,The Amazon rainforest isn't home to immense biodiversity.,0
524,"The human respiratory system includes the trachea, bronchi, and lungs.",1
525,"The human respiratory system doesn't include the trachea, bronchi, and lungs.",0
526,The Eiffel Tower is located in London.,0
527,The Eiffel Tower isn't located in London.,1
528,Photosynthesis in plants produces oxygen as a byproduct.,1
529,Photosynthesis in plants doesn't produce oxygen as a byproduct.,0
530,The smallest planet in our solar system is Mercury.,1
531,The smallest planet in our solar system isn't Mercury.,0
532,Polar ice caps are primarily made of saltwater.,0
533,Polar ice caps aren't primarily made of saltwater.,1
534,Cars need water to run.,0
535,Cars don't need water to run.,1
536,"The three types of air vessels in the human body are arteries, veins, and capillaries.",0
537,"The three types of vessels in the human body aren't arteries, veins, and capillaries.",1
538,The study of the universe beyond Earth's atmosphere is called astronomy.,1
539,The study of the universe beyond Earth's atmosphere isn't called astronomy.,0
540,The human body has 12 pairs of ribs.,1
541,The human body doesn't have 12 pairs of ribs.,0
542,Photosynthesis in plants consumes oxygen as a byproduct.,0
543,Photosynthesis in plants doesn't consume oxygen as a byproduct.,1
544,The Earth's ozone layer protects us from harmful ultraviolet (UV) radiation from the sun.,1
545,The Earth's ozone layer doesn't protect us from harmful ultraviolet (UV) radiation from the sun.,0
546,Birds are not animals.,0
547,Birds are animals.,1
548,The fastest way to travel from New York to London is by car.,0
549,The fastest way to travel from New York to London isn't by car.,1
550,The largest carnivore in the world is the rabbit.,0
551,The largest carnivore in the world isn't the rabbit.,1
552,The first successful vaccine was created by Edward Jenner in 1796.,1
553,The first successful vaccine wasn't created by Edward Jenner in 1796.,0
554,Camouflage helps animals blend with their environment.,1
555,Camouflage doesn't help animals blend with their environment.,0
556,Birds can fly.,1
557,Birds can't fly.,0
558,The Nile River is located in South America.,0
559,The Nile River isn't located in South America.,1
560,Venus has a thin atmosphere.,0
561,Venus doesn't have a thin atmosphere.,1
562,The color of an object depends on the temperature of its surface.,0
563,The color of an object doesn't depend on the temperature of its surface.,1
564,The first Olympic Games were held in ancient Greece in 776 B.C.,1
