,statement,label
92,"Human uses for crocodile include conservation, research.",0
896,The narwhal has a diet of herbivore.,0
298,The sparrow has a habitat of various.,0
788,The skunk has a diet of herbivore.,0
97,The zebra uses walking for locomotion.,1
407,The jellyfish has a diet of carnivore.,1
402,"Human uses for salmon include conservation, research, zoos.",0
787,The skunk uses flying for locomotion.,0
361,"The deer has antlers that are shed and regrown annually, and is a good swimmer.",1
670,The hamster uses walking for locomotion.,1
939,The lobster uses running for locomotion.,0
898,"The octopus has three hearts, nine brains, and can change color and texture for camouflage.",1
966,The dog uses knuckle-walking for locomotion.,0
934,"Human uses for giant anteater include tourism, zoos, meat, feathers.",0
126,The platypus has the atomic number of bird.,0
466,The cat has a diet of omnivore.,0
507,"Human uses for axolotl include conservation, research, zoos.",0
554,"The iguana has a long, whip-like tail for defense and can change color to regulate body temperature.",1
625,"The bee has a distinctive spotted coat and is an excellent climber, often hauling prey into trees.",0
257,"Human uses for penguin include tourism, research.",1
909,"The squirrel is known for its bright colors, intelligence, and ability to mimic human speech.",0
34,The zebra uses flying for locomotion.,0
843,"The zebra has distinctive black and white stripes, which may help deter flies and provide camouflage.",1
240,"The gecko has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch.",0
406,"Human uses for armadillo include tourism, research.",0
828,"Human uses for cat include pets, pest control.",1
443,The tortoise has a diet of herbivore.,1
100,The ostrich is the largest and fastest-running bird and has two-toed feet.,1
745,"The shark has three hearts, nine brains, and can change color and texture for camouflage.",0
207,"The elephant has a long trunk used for grasping, eating, drinking, and communication.",1
803,There are no specific human uses for hummingbird.,1
371,"The manta ray has large, wing-like pectoral fins and filter-feeds on plankton with its wide mouth.",1
42,The pigeon has a habitat of desert.,0
917,The giant anteater has a diet of carnivore.,0
816,The giant anteater is a mammal.,1
12,The gazelle has distinctive orange and black stripes and is an apex predator.,0
770,The dog has the atomic number of bird.,0
23,The panda has a diet of herbivore.,1
238,The otter has a diet of herbivore.,0
685,The vulture has a diet of insectivore.,0
832,The walrus is a mammal.,1
722,The jellyfish is a cnidarian.,1
303,The manta ray has a diet of omnivore.,0
276,"The porcupine has sharp quills for protection, which can be raised when threatened, and some species can climb trees.",1
391,"Human uses for walrus include pets, research.",0
437,The gecko has a habitat of various.,1
396,The tuna has a diet of carnivore.,1
283,The penguin is flightless and has adapted flippers for swimming.,1
244,The shark has a diet of herbivore.,0
903,The gorilla is the largest primate and exhibits complex social behavior.,1
258,The tortoise has a habitat of terrestrial.,1
717,The panda uses wading for locomotion.,0
910,The flamingo has a diet of omnivore.,0
805,"The koala has thick, luxurious wool and is a smaller relative of the llama.",0
601,The cassowary has a habitat of marine.,0
671,The otter has a habitat of freshwater/marine.,1
817,"The axolotl exhibits neoteny, retaining larval features throughout its life, and has remarkable regenerative abilities.",1
801,The tarantula has a diet of insectivore.,1
224,"Human uses for goldfish include work, tourism, conservation.",0
24,"Human uses for cheetah include conservation, research, zoos.",1
477,"The axolotl primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation.",0
1001,The chimpanzee has a diet of omnivore.,1
409,The giant anteater has a diet of insectivore.,1
189,The parrot has a habitat of forest.,1
333,The hippopotamus has a habitat of domestic/urban.,0
104,The alpaca has a diet of herbivore.,1
566,The beaver uses walking for locomotion.,0
462,"Human uses for rabbit include pets, meat, fur.",1
82,The tuna uses swimming for locomotion.,1
353,The mongoose uses swimming for locomotion.,0
39,The gazelle uses running for locomotion.,1
1003,The pigeon has the atomic number of mammal.,0
841,There are no specific human uses for shark.,1
638,The snake uses slithering for locomotion.,1
62,The sparrow has a diet of omnivore.,1
191,"Human uses for hedgehog include conservation, research.",0
302,The slug is a mollusk.,1
704,There are no specific human uses for tortoise.,0
591,There are no specific human uses for rabbit.,0
628,"Human uses for hamster include pets, research.",1
368,The jellyfish has a habitat of marine.,1
993,The sparrow is a bird.,1
710,The bee uses walking for locomotion.,0
979,"Human uses for wolverine include conservation, research, zoos.",0
157,"Human uses for panda include conservation, research, zoos.",1
839,"The gorilla has a coat of sharp spines for protection, which it raises when threatened.",0
691,The panda has a habitat of freshwater.,0
948,The tiger has a habitat of forest.,1
940,The rhinoceros has the atomic number of reptile.,0
418,The armadillo has the atomic number of reptile.,0
998,The walrus uses walking for locomotion.,0
510,The pigeon uses flying for locomotion.,1
113,The gorilla has a habitat of forest.,1
732,"Human uses for rhinoceros include conservation, research, zoos.",1
472,The cheetah uses walking for locomotion.,0
680,"Human uses for raccoon include meat, milk, cheese, leather.",0
300,The gecko has a diet of herbivore.,0
820,The raccoon has the atomic number of mollusk.,0
120,The sea turtle is a reptile.,1
942,The seahorse has the atomic number of mammal.,0
598,"The gazelle has slender legs for fast running and can perform high leaps, known as pronking.",1
458,"Human uses for swan include pets, research, conservation.",0
762,The leopard has the atomic number of bird.,0
856,The tapir has a diet of herbivore.,1
142,The ostrich has a diet of herbivore.,1
986,The snake has a diet of carnivore.,1
235,"Human uses for cat include research, conservation.",0
937,The armadillo uses walking for locomotion.,1
767,"Human uses for seahorse include conservation, research, zoos.",0
693,The bee has a habitat of various.,1
985,"Human uses for dog include pets, service animals, herding, hunting, therapy.",1
151,The parrot uses swimming for locomotion.,0
108,"Human uses for lobster include food, research.",1
354,The hedgehog has a diet of herbivore.,0
64,The gorilla is a mammal.,1
661,The koala has a diet of herbivore.,1
320,The chicken has a habitat of farmland/urban.,1
265,The raccoon has thick wool for insulation and can spit when threatened or annoyed.,0
188,The tuna is the heaviest land animal in north america and forms large herds for protection.,0
758,The hyena has a habitat of grassland/savanna.,1
182,The polar bear uses walking for locomotion.,0
133,The goldfish uses knuckle-walking for locomotion.,0
440,The llama has thick wool for insulation and can spit when threatened or annoyed.,1
20,"The iguana is the fastest land animal, reaching speeds up to 60-70 mph.",0
964,"Human uses for kangaroo include tourism, zoos, meat.",1
725,The goat uses walking for locomotion.,1
672,"Human uses for pigeon include pets, research.",0
772,The lion uses running for locomotion.,0
838,Human uses for gorilla include food.,0
470,"The hippopotamus is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0
505,"The cassowary is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",1
177,The chimpanzee has a strong sense of smell and is known for its loyalty to humans.,0
456,The pigeon has a diet of herbivore.,1
938,The hippopotamus has a diet of carnivore.,0
426,The wolverine uses walking for locomotion.,1
33,The crocodile has a habitat of freshwater.,1
221,The peacock is a bird.,1
65,The platypus has a diet of  carnivore.,0
908,"The seahorse has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent.",0
451,There are no specific human uses for mongoose.,1
479,The seahorse uses walking for locomotion.,0
835,The cheetah uses running for locomotion.,1
180,The bat has a habitat of grassland.,0
110,The zebra has a diet of herbivore.,1
275,The crocodile uses walking/swimming for locomotion.,1
251,"Human uses for tapir include tourism, zoos, meat, feathers.",0
242,Human uses for salmon include food.,1
49,The hamster has a powerful bite and can go without food for long periods of time.,0
902,The bee has a habitat of urban/wild.,0
618,The squirrel can jump long distances and has a bushy tail for balance.,1
793,The tortoise has a hard shell for protection and can live for over 100 years.,1
18,"The whale is the largest animal on earth, with some species using baleen plates to filter food from water.",1
186,There are no specific human uses for gecko.,1
488,"The otter has a thick, water-resistant fur and uses tools to crack open shellfish.",1
789,The cow has a habitat of farmland.,1
99,"Human uses for parrot include tourism, zoos.",0
596,The goldfish is a fish.,1
296,The chicken has a diet of herbivore.,0
91,"The tarantula is a large, hairy spider with venomous fangs and can flick irritating hairs from its abdomen when threatened.",1
913,"The tapir spends most of its day in water and has a barrel-shaped body with large, sharp teeth for defense.",0
721,The leopard has a habitat of forest/grassland.,1
367,The cassowary has a habitat of forest.,1
461,"Human uses for platypus include conservation, research, zoos.",0
111,The beaver has a habitat of freshwater.,1
890,The gazelle has a habitat of grassland.,1
763,The giraffe uses hopping for locomotion.,0
811,The aardvark uses walking for locomotion.,1
773,"The eagle is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0
484,"The armadillo has a hard, bony armor for protection and can curl into a ball to defend itself.",1
923,The leopard is nocturnal and has large cheek pouches to store and transport food.,0
962,The bee has a diet of herbivore.,0
260,The slug has the atomic number of mammal.,0
161,The deer is a mammal.,1
836,The lion has a diet of omnivore.,0
737,"Human uses for goat include meat, milk, cheese, leather.",1
73,The crocodile has a powerful bite and can go without food for long periods of time.,1
308,"Human uses for squirrel include research, conservation.",0
907,The tapir has a diet of carnivore.,0
971,The leopard has a diet of herbivore.,0
827,"The giant anteater has a long, sticky tongue for capturing ants and termites, and a keen sense of smell to locate prey.",1
935,"Human uses for beaver include tourism, zoos, meat.",0
468,The gecko is a reptile.,1
237,The sparrow has the atomic number of mammal.,0
400,"Human uses for skunk include research, conservation.",0
847,The parrot uses flying for locomotion.,1
140,The bee uses flying for locomotion.,1
804,The hippopotamus is a mammal.,1
657,The rabbit has a habitat of grassland.,1
970,The deer uses walking for locomotion.,1
212,The koala has a habitat of forest.,1
0,The giant anteater uses walking for locomotion.,1
663,The bison has a diet of herbivore.,1
98,The rabbit is a mammal.,1
607,The hedgehog has a habitat of various.,1
518,The hedgehog is a mammal.,1
955,"The vulture feeds primarily on carrion, and has a bald head to prevent bacteria build-up while feeding.",1
702,The narwhal has a habitat of arctic.,1
76,The ostrich uses walking for locomotion.,0
154,"Human uses for tuna include tourism, research.",0
882,The manta ray is a fish.,1
70,The raccoon uses walking for locomotion.,1
735,The hedgehog uses running for locomotion.,0
277,The salmon migrates from freshwater to saltwater habitats during its life cycle.,1
481,The crocodile has the atomic number of mammal.,0
358,There are no specific human uses for porcupine.,1
864,The giraffe has a diet of herbivore.,1
868,The koala has a diet of carnivore.,0
246,The tortoise has a habitat of marine.,0
160,The gorilla uses walking for locomotion.,0
131,There are no specific human uses for snake.,0
615,The tiger has a diet of carnivore.,1
623,"The flamingo has long legs for wading and a specialized beak for filter-feeding, and obtains its pink color from the carotenoids in its diet.",1
502,The hyena has the atomic number of bird.,0
446,The cow uses walking for locomotion.,1
183,The porcupine uses walking for locomotion.,1
94,The tapir is a mammal.,1
385,The dolphin is highly intelligent and known for its playful and social behavior.,1
525,The tarantula has a habitat of urban/old-world habitats.,0
274,The lion has a diet of carnivore.,1
701,The rhinoceros has a diet of omnivore.,0
155,The cow has a diet of herbivore.,1
447,"Human uses for bison include conservation, meat, leather.",1
967,The elephant has the atomic number of bird.,0
252,The parrot has a diet of carnivore.,0
365,"Human uses for hamster include tourism, zoos.",0
883,"Human uses for giraffe include pets, research.",0
290,"The dolphin has a hard, bony armor for protection and can curl into a ball to defend itself.",0
621,The polar bear has the atomic number of fish.,0
317,The parrot is a bird.,1
958,The squirrel uses walking/jumping for locomotion.,1
583,The elephant has a habitat of grassland.,0
870,The peacock has an iridescent tail with eye-like patterns used in courtship displays.,1
208,"The cow is a ruminant animal with four stomach compartments, which aids in digestion.",1
834,The chimpanzee has a habitat of forest.,1
101,The bat has a diet of varies.,1
476,The octopus has a habitat of various.,0
344,There are no specific human uses for camel.,0
401,The chicken has a habitat of various.,0
584,The flamingo has the atomic number of mammal.,0
380,The cat isn't very social but is adored by many humans and has retractable claws for climbing and hunting.,1
204,The goat has the atomic number of bird.,0
765,There are no specific human uses for pigeon.,1
876,The snake has the atomic number of fish.,0
103,The bison is the heaviest land animal in north america and forms large herds for protection.,1
408,The goldfish has a habitat of freshwater.,1
833,The lion uses walking for locomotion.,1
261,The goat has a diet of omnivore.,0
95,"Human uses for parrot include pets, research, conservation.",1
604,The shark has a habitat of marine.,1
653,"Human uses for penguin include tourism, zoos, meat.",0
389,The frog is a amphibian.,1
422,"Human uses for flamingo include tourism, research, zoos.",1
176,The eagle uses swimming for locomotion.,0
755,"Human uses for cow include meat, dairy products.",1
52,"Human uses for shark include research, conservation.",0
560,The frog uses walking for locomotion.,0
535,"Human uses for tiger include conservation, research, zoos.",1
541,The gecko has a habitat of forest.,0
730,"Human uses for leopard include conservation, research, zoos.",1
285,The rabbit has the atomic number of bird.,0
377,The platypus has a habitat of various.,0
819,The platypus has a diet of carnivore.,1
28,"Human uses for snake include pets, research, venom extraction.",1
496,The otter has the atomic number of fish.,0
350,The parrot has the atomic number of mammal.,0
132,The pigeon has a habitat of urban/old-world habitats.,1
542,"Human uses for moose include research, conservation.",0
69,The manta ray uses walking for locomotion.,0
869,The hamster uses drifting for locomotion.,0
943,The rhinoceros has a habitat of grassland/forest.,1
595,"Human uses for frog include conservation, research, zoos.",0
445,The giant anteater has a habitat of savanna.,0
547,The rhinoceros has a habitat of marine.,0
404,The hummingbird is the smallest bird species and can hover in mid-air by rapidly flapping its wings.,1
523,The cat is a mammal.,1
271,"Human uses for cassowary include conservation, research, zoos.",1
184,The chicken is a bird.,1
83,The seagull has webbed feet for swimming and can drink both fresh and saltwater.,1
919,The gazelle has the atomic number of mollusk.,0
398,The goldfish has the atomic number of mammal.,0
895,The shark has a habitat of urban/wild.,0
50,The armadillo has a diet of insectivore.,1
757,The tarantula has a diet of carnivore.,0
287,There are no specific human uses for moose.,1
823,The rhinoceros uses walking for locomotion.,1
790,The rabbit uses running for locomotion.,0
720,The otter uses swimming for locomotion.,1
486,The pigeon has thick white fur for insulation and black skin to absorb heat.,0
29,"The goldfish has antlers that are shed and regrown annually, and is a good swimmer.",0
519,The otter has a habitat of forest.,0
726,The hippopotamus has a habitat of freshwater.,1
578,Human uses for tuna include food.,1
7,The beaver has a habitat of forest/grassland.,0
495,"Human uses for kangaroo include research, conservation.",0
197,"Human uses for otter include tourism, research.",0
360,The seagull has a habitat of coastal.,1
345,"The seagull has permeable skin that can absorb water and respire oxygen, and changes color to blend with its environment.",0
504,The lion has a habitat of grassland.,1
550,"Human uses for chimpanzee include tourism, zoos, meat.",0
756,The tortoise is a reptile.,1
71,"The wolverine is a strong and fierce predator, despite its relatively small size, and has a thick, frost-resistant fur.",1
766,The flamingo has a powerful bite and can go without food for long periods of time.,0
114,The seagull has a habitat of grassland.,0
572,"Human uses for iguana include conservation, research, zoos.",0
205,The aardvark has a diet of omnivore.,0
168,The penguin is a bird.,1
673,The zebra has a habitat of grassland.,1
616,"The lobster has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",1
956,The narwhal is a mammal.,1
453,The eagle has the atomic number of mammal.,0
821,The octopus is a mollusk.,1
432,"Human uses for iguana include pets, research.",1
245,The snake uses walking for locomotion.,0
196,The mongoose has the atomic number of bird.,0
854,"Human uses for gorilla include conservation, research, zoos.",1
692,"Human uses for otter include research, conservation.",1
185,The hamster has a habitat of desert.,1
444,The sea turtle has a diet of varies.,1
162,The horse has a diet of omnivore.,0
474,There are no specific human uses for cow.,0
392,The porcupine has a diet of carnivore.,0
335,The snake has a habitat of forest/grassland.,0
925,There are no specific human uses for octopus.,1
676,The mongoose is a mammal.,1
603,The zebra has the atomic number of fish.,0
764,The bison has the atomic number of amphibian.,0
281,The kangaroo uses swimming for locomotion.,0
503,"The rhinoceros has thick skin and one or two horns made of keratin, and is often targeted by poachers for its horn.",1
545,The ostrich is a bird.,1
739,The iguana uses swimming for locomotion.,0
600,"Human uses for narwhal include research, conservation.",1
899,"Human uses for panda include pets, research.",0
121,"The cow is the largest animal on earth, with some species using baleen plates to filter food from water.",0
641,There are no specific human uses for armadillo.,1
230,The platypus is a monotreme that lays eggs and has a duck-like bill with electroreceptors to locate prey.,1
145,Human uses for chicken include food.,0
664,The narwhal uses jumping for locomotion.,0
824,The otter is a mammal.,1
792,The llama uses flying for locomotion.,0
352,The deer has the atomic number of bird.,0
478,The mongoose is known as the 'king of the jungle' and exhibits complex social behavior with a pride structure.,0
658,The dolphin has a diet of omnivore.,0
714,The wolverine has a habitat of forest.,0
297,The rat has the atomic number of bird.,0
699,The hamster is a mammal.,1
433,The lion has the atomic number of bird.,0
171,The seahorse is a fish.,1
931,The moose has a habitat of forest.,1
781,There are no specific human uses for seagull.,1
288,"Human uses for lion include conservation, research, zoos.",1
694,The lobster has the atomic number of mammal.,0
731,"The skunk has a strong, foul-smelling spray for defense, which can be accurately aimed at predators.",1
147,"Human uses for alpaca include wool, meat, pets.",1
727,The squirrel has a diet of omnivore.,0
178,"Human uses for hippopotamus include conservation, research.",0
797,The flamingo has a habitat of mountain bamboo forest.,0
295,The skunk has a habitat of various.,1
190,"The tapir has a flexible, prehensile snout to grasp and manipulate food, and is an important seed disperser.",1
47,The hummingbird is a bird.,1
853,The leopard has a diet of carnivore.,1
551,The iguana has a habitat of coastal.,0
588,"Human uses for llama include pets, research, pest control.",0
799,The salmon has a diet of carnivore.,1
413,The goat uses flying for locomotion.,0
984,There are no specific human uses for tarantula.,0
309,The porcupine is a mammal.,1
243,The kangaroo has a diet of carnivore.,0
16,"The octopus is a small, social bird that can be found in many urban environments.",0
622,The gorilla has a diet of herbivore.,1
769,The cheetah has a diet of carnivore.,1
278,The elephant uses walking for locomotion.,1
779,The goat has a diet of herbivore.,1
55,The bee has the atomic number of bird.,0
553,The snake is a reptile.,1
881,The chicken has a diet of omnivore.,1
57,The zebra is a fast swimmer and can maintain high speeds for extended periods of time.,0
17,The iguana has a diet of herbivore.,1
539,The whale has a habitat of various.,0
605,"Human uses for alpaca include pets, meat, fur.",0
232,The flamingo has a diet of herbivore.,1
223,The porcupine has a diet of herbivore.,1
109,The camel has a diet of herbivore.,1
511,The wolverine has a diet of herbivore.,0
791,The penguin uses swimming for locomotion.,0
135,"Human uses for goat include pets, research, pest control.",0
117,The elephant has distinctive orange and black stripes and is an apex predator.,0
27,The flamingo has a habitat of coastal/alkaline lakes.,1
209,The horse has a habitat of polar.,0
844,The giraffe has the atomic number of crustacean.,0
382,The raccoon uses flying for locomotion.,0
675,The hedgehog has a diet of insectivore.,1
364,The camel has a habitat of domestic/urban.,0
485,The alpaca uses swimming for locomotion.,0
21,The lobster is a crustacean.,1
217,"Human uses for horse include transportation, racing, therapy, work.",1
459,The kangaroo uses hopping for locomotion.,1
487,The bison has a habitat of various.,0
118,The panda has a diet of carnivore.,0
139,There are no specific human uses for crocodile.,1
748,The bat uses flying for locomotion.,1
999,"Human uses for tortoise include pets, zoos.",1
148,The koala primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.,1
105,The armadillo can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.,0
782,The mongoose has a habitat of grassland.,0
867,The leopard uses flying for locomotion.,0
771,The vulture uses jumping for locomotion.,0
236,The dolphin has a diet of carnivore.,1
806,The vulture is flightless and has adapted flippers for swimming.,0
158,The seahorse has a habitat of mountain.,0
579,The leopard has a habitat of marine.,0
36,The kangaroo has a habitat of savanna.,0
562,"The swan has a long, graceful neck and is known for its beauty and aggressive behavior when defending its territory.",1
351,The goat has strong jaws and teeth for crushing bones and a complex social structure with a female-dominated hierarchy.,0
738,The gazelle is a mammal.,1
734,The bison has a habitat of grassland.,1
415,The octopus has a diet of insectivore.,0
785,The tortoise has the atomic number of cnidarian.,0
